store_nbr,item_nbr,units,season
38,9,59,winter
38,45,104,winter
39,9,19,winter
39,36,9,winter
40,5,44,winter
40,45,63,winter
40,51,1,winter
40,55,2,winter
41,16,74,winter
41,61,3,winter
41,68,81,winter
42,5,63,winter
42,45,71,winter
42,82,1,winter
43,16,70,winter
43,37,38,winter
44,5,40,winter
44,62,2,winter
44,68,66,winter
45,9,7,winter
1,9,48,winter
1,28,3,winter
1,51,1,winter
2,5,75,winter
2,11,3,winter
2,44,143,winter
3,5,108,winter
3,45,98,winter
4,9,103,winter
4,27,20,winter
5,16,65,winter
5,37,32,winter
6,9,26,winter
6,45,66,winter
7,5,40,winter
7,7,1,winter
7,23,21,winter
7,93,2,winter
8,5,56,winter
8,23,9,winter
8,59,2,winter
9,5,223,winter
9,10,2,winter
9,45,92,winter
10,5,163,winter
10,37,18,winter
11,9,59,winter
11,61,6,winter
11,68,73,winter
12,16,53,winter
12,37,50,winter
12,79,1,winter
13,5,121,winter
13,36,104,winter
13,46,3,winter
14,9,18,winter
14,25,22,winter
15,5,245,winter
15,45,159,winter
15,61,3,winter
15,93,4,winter
16,16,56,winter
16,25,226,winter
17,9,245,winter
17,37,74,winter
17,48,171,winter
17,71,1,winter
18,5,12,winter
18,37,8,winter
19,16,37,winter
19,39,2,winter
19,69,2,winter
19,83,10,winter
20,5,128,winter
20,41,32,winter
20,74,4,winter
21,5,35,winter
21,44,88,winter
22,9,152,winter
22,68,63,winter
23,5,34,winter
23,45,47,winter
24,6,250,winter
24,43,74,winter
24,60,3,winter
24,76,1,winter
25,9,138,winter
25,12,1,winter
25,45,122,winter
25,81,16,winter
26,5,37,winter
26,45,55,winter
27,9,32,winter
27,21,1,winter
27,68,74,winter
28,5,34,winter
28,35,3,winter
28,45,58,winter
29,8,15,winter
29,41,45,winter
29,45,100,winter
29,56,5,winter
30,16,83,winter
30,44,328,winter
31,9,64,winter
31,45,79,winter
32,9,47,winter
32,19,2,winter
32,45,78,winter
32,58,1,winter
33,9,121,winter
33,44,218,winter
33,85,1,winter
34,9,54,winter
34,31,3,winter
34,45,129,winter
36,9,56,winter
36,30,1,winter
36,44,110,winter
37,5,86,winter
37,45,79,winter
37,53,5,winter
38,9,31,winter
38,45,119,winter
39,9,5,winter
39,36,9,winter
40,5,141,winter
40,45,112,winter
40,55,3,winter
41,16,46,winter
41,61,4,winter
41,68,113,winter
42,5,76,winter
42,45,70,winter
42,82,1,winter
43,16,81,winter
43,37,50,winter
44,5,65,winter
44,62,1,winter
44,68,107,winter
45,9,12,winter
1,9,40,winter
1,28,1,winter
1,40,1,winter
1,89,2,winter
2,5,168,winter
2,11,2,winter
2,44,159,winter
3,5,208,winter
3,45,98,winter
4,9,87,winter
4,27,7,winter
4,90,3,winter
5,16,52,winter
5,32,4,winter
5,37,15,winter
6,9,55,winter
6,45,57,winter
7,5,143,winter
7,7,2,winter
7,23,27,winter
8,5,31,winter
8,23,16,winter
9,5,170,winter
9,45,102,winter
10,5,68,winter
10,37,25,winter
11,9,78,winter
11,61,5,winter
11,68,59,winter
12,16,45,winter
12,37,36,winter
12,79,2,winter
13,5,283,winter
13,36,139,winter
13,46,4,winter
14,9,39,winter
14,25,10,winter
14,93,9,winter
15,5,118,winter
15,45,172,winter
15,49,1,winter
15,61,1,winter
16,16,42,winter
16,25,244,winter
16,39,1,winter
17,9,304,winter
17,37,78,winter
17,48,212,winter
18,5,16,winter
18,37,12,winter
19,16,35,winter
19,69,2,winter
19,83,12,winter
20,5,75,winter
20,18,1,winter
20,41,36,winter
20,74,5,winter
20,93,2,winter
21,5,42,winter
21,44,86,winter
22,9,81,winter
22,68,59,winter
22,93,2,winter
23,5,58,winter
23,45,45,winter
23,56,3,winter
24,6,42,winter
24,43,80,winter
24,60,2,winter
24,76,1,winter
25,9,134,winter
25,45,149,winter
25,81,15,winter
26,5,67,winter
26,45,77,winter
27,9,56,winter
27,21,1,winter
27,68,52,winter
27,80,1,winter
28,5,47,winter
28,35,1,winter
28,45,36,winter
29,8,32,winter
29,41,24,winter
29,45,89,winter
29,56,6,winter
30,16,89,winter
30,44,303,winter
31,9,54,winter
31,45,42,winter
32,9,67,winter
32,45,66,winter
32,51,1,winter
32,58,6,winter
33,9,175,winter
33,44,225,winter
34,9,49,winter
34,45,106,winter
34,52,1,winter
36,9,75,winter
36,30,2,winter
36,44,109,winter
37,5,80,winter
37,45,88,winter
38,9,35,winter
38,45,95,winter
38,52,2,winter
39,9,14,winter
39,36,4,winter
40,5,111,winter
40,45,88,winter
40,55,4,winter
41,16,61,winter
41,61,4,winter
41,68,89,winter
42,5,32,winter
42,45,105,winter
43,16,38,winter
43,37,7,winter
43,73,1,winter
44,5,49,winter
44,68,86,winter
45,9,11,winter
1,9,31,winter
1,28,6,winter
1,51,1,winter
2,5,37,winter
2,44,121,winter
2,93,3,winter
3,5,123,winter
3,45,76,winter
4,9,12,winter
4,27,3,winter
4,90,2,winter
5,16,28,winter
5,20,2,winter
5,37,20,winter
5,93,3,winter
6,9,51,winter
6,45,69,winter
7,5,176,winter
7,7,2,winter
7,23,21,winter
8,5,16,winter
8,23,11,winter
8,59,2,winter
9,5,127,winter
9,10,2,winter
9,45,88,winter
10,5,128,winter
10,21,3,winter
10,37,26,winter
11,9,37,winter
11,61,2,winter
11,68,100,winter
11,86,1,winter
12,16,50,winter
12,37,37,winter
13,5,247,winter
13,36,118,winter
13,46,7,winter
14,25,1,winter
15,5,64,winter
15,45,112,winter
15,49,1,winter
15,61,2,winter
15,93,1,winter
16,16,45,winter
16,25,144,winter
16,85,2,winter
17,9,215,winter
17,37,73,winter
17,48,191,winter
18,5,19,winter
18,37,13,winter
19,16,27,winter
19,69,2,winter
19,83,12,winter
20,5,79,winter
20,41,26,winter
21,5,19,winter
21,44,84,winter
21,91,5,winter
22,9,24,winter
22,68,39,winter
23,5,42,winter
23,29,1,winter
23,45,42,winter
23,56,6,winter
24,6,25,winter
24,43,83,winter
24,60,4,winter
25,9,115,winter
25,45,101,winter
25,81,15,winter
26,5,79,winter
26,45,55,winter
27,9,34,winter
27,21,3,winter
27,68,76,winter
28,5,38,winter
28,35,2,winter
28,45,61,winter
29,8,33,winter
29,41,26,winter
29,45,89,winter
30,16,68,winter
30,44,221,winter
30,49,1,winter
30,65,1,winter
31,9,47,winter
31,45,65,winter
32,9,32,winter
32,45,40,winter
32,51,2,winter
33,9,71,winter
33,44,177,winter
34,9,25,winter
34,45,113,winter
34,52,2,winter
36,9,36,winter
36,30,1,winter
36,44,99,winter
37,5,77,winter
37,45,74,winter
38,9,9,winter
38,45,105,winter
39,9,17,winter
39,36,20,winter
40,5,101,winter
40,45,86,winter
41,16,38,winter
41,61,7,winter
41,68,97,winter
42,5,37,winter
42,45,76,winter
42,82,1,winter
43,16,57,winter
43,37,30,winter
43,73,1,winter
44,5,58,winter
44,62,2,winter
44,68,49,winter
45,9,21,winter
45,34,1,winter
1,9,40,winter
2,5,55,winter
2,44,87,winter
2,93,1,winter
3,5,87,winter
3,45,63,winter
4,9,37,winter
4,27,4,winter
5,16,17,winter
5,20,1,winter
5,32,1,winter
5,37,17,winter
6,9,70,winter
6,45,59,winter
7,5,66,winter
7,23,13,winter
8,5,4,winter
8,23,11,winter
8,59,1,winter
8,93,2,winter
9,5,93,winter
9,45,70,winter
10,5,57,winter
10,37,11,winter
11,9,30,winter
11,61,2,winter
11,68,44,winter
12,16,29,winter
12,37,24,winter
13,5,154,winter
13,36,80,winter
13,46,2,winter
14,9,18,winter
14,25,9,winter
15,5,58,winter
15,45,88,winter
15,49,1,winter
15,61,2,winter
15,93,2,winter
16,16,27,winter
16,25,114,winter
16,39,3,winter
17,9,167,winter
17,37,51,winter
17,48,148,winter
18,5,31,winter
18,37,9,winter
19,16,10,winter
19,69,1,winter
19,83,6,winter
20,5,85,winter
20,41,24,winter
21,5,35,winter
21,44,60,winter
21,91,2,winter
22,9,152,winter
22,68,45,winter
22,93,4,winter
23,5,28,winter
23,29,1,winter
23,45,30,winter
23,56,3,winter
24,6,26,winter
24,43,56,winter
24,60,2,winter
25,9,138,winter
25,12,1,winter
25,45,65,winter
25,81,17,winter
26,5,92,winter
26,45,41,winter
27,9,40,winter
27,68,69,winter
27,93,2,winter
28,5,25,winter
28,45,56,winter
29,8,31,winter
29,41,29,winter
29,45,64,winter
30,16,24,winter
30,44,143,winter
31,9,42,winter
31,45,38,winter
32,9,48,winter
32,45,45,winter
32,51,2,winter
32,58,3,winter
33,9,120,winter
33,44,175,winter
34,9,38,winter
34,45,86,winter
34,52,2,winter
36,9,24,winter
36,44,106,winter
37,5,36,winter
37,45,41,winter
37,53,1,winter
38,45,76,winter
38,52,1,winter
39,9,12,winter
39,36,5,winter
40,5,46,winter
40,45,54,winter
41,16,26,winter
41,68,93,winter
42,5,41,winter
42,45,75,winter
42,82,4,winter
43,16,32,winter
43,37,13,winter
44,5,51,winter
44,68,71,winter
45,9,2,winter
1,9,21,winter
1,28,1,winter
2,5,90,winter
2,44,94,winter
3,5,36,winter
3,45,84,winter
4,9,34,winter
4,27,9,winter
4,90,3,winter
5,16,22,winter
5,20,1,winter
5,37,17,winter
6,9,21,winter
6,45,53,winter
7,5,142,winter
7,7,1,winter
7,23,19,winter
8,5,11,winter
8,23,9,winter
9,5,77,winter
9,10,2,winter
9,45,37,winter
10,5,72,winter
10,37,11,winter
11,9,39,winter
11,68,27,winter
12,16,24,winter
12,37,16,winter
12,86,1,winter
13,5,147,winter
13,36,86,winter
13,46,2,winter
13,93,2,winter
14,9,3,winter
14,25,14,winter
14,93,6,winter
15,5,44,winter
15,45,106,winter
15,61,2,winter
15,93,3,winter
16,16,26,winter
16,25,151,winter
17,9,163,winter
17,37,45,winter
17,48,153,winter
17,71,3,winter
18,5,15,winter
18,37,9,winter
19,16,22,winter
19,83,6,winter
20,5,52,winter
20,18,1,winter
20,41,16,winter
21,5,80,winter
21,44,77,winter
22,9,17,winter
22,68,45,winter
23,5,51,winter
23,45,24,winter
23,56,5,winter
24,6,8,winter
24,43,55,winter
24,60,1,winter
24,76,1,winter
25,9,78,winter
25,45,74,winter
25,81,14,winter
26,5,40,winter
26,45,48,winter
27,9,21,winter
27,21,1,winter
27,68,32,winter
28,5,31,winter
28,35,4,winter
28,45,53,winter
29,8,25,winter
29,41,23,winter
29,45,77,winter
29,56,6,winter
30,16,19,winter
30,44,194,winter
31,9,65,winter
31,45,71,winter
31,93,2,winter
32,9,32,winter
32,45,45,winter
32,51,1,winter
33,9,64,winter
33,44,145,winter
33,85,1,winter
34,9,52,winter
34,45,75,winter
34,52,3,winter
36,9,51,winter
36,30,3,winter
36,44,107,winter
37,5,47,winter
37,45,49,winter
37,53,3,winter
38,45,81,winter
39,9,2,winter
39,36,13,winter
40,5,35,winter
40,45,46,winter
41,16,27,winter
41,61,1,winter
41,68,56,winter
42,5,42,winter
42,45,83,winter
42,82,2,winter
43,16,31,winter
43,37,21,winter
43,93,1,winter
44,5,45,winter
44,68,69,winter
45,9,26,winter
45,34,1,winter
1,9,35,winter
1,28,1,winter
1,40,1,winter
1,51,3,winter
2,5,38,winter
2,11,3,winter
2,44,104,winter
3,5,51,winter
3,45,59,winter
4,9,38,winter
4,27,4,winter
5,16,20,winter
5,32,2,winter
5,37,15,winter
6,9,21,winter
6,45,50,winter
7,5,110,winter
7,7,5,winter
7,23,14,winter
8,5,24,winter
8,23,7,winter
9,5,119,winter
9,45,57,winter
9,93,2,winter
10,5,81,winter
10,21,3,winter
10,37,18,winter
10,93,7,winter
11,9,35,winter
11,61,1,winter
11,68,42,winter
12,16,32,winter
12,37,15,winter
13,5,72,winter
13,36,84,winter
13,46,2,winter
14,9,39,winter
14,25,21,winter
15,5,133,winter
15,45,93,winter
15,49,1,winter
15,61,1,winter
16,16,36,winter
16,25,159,winter
17,9,97,winter
17,37,39,winter
17,48,141,winter
17,71,5,winter
18,5,5,winter
18,37,4,winter
19,16,14,winter
19,69,1,winter
19,83,3,winter
20,5,85,winter
20,41,24,winter
21,5,38,winter
21,44,68,winter
22,9,68,winter
22,68,47,winter
23,5,62,winter
23,29,1,winter
23,45,27,winter
23,56,4,winter
24,6,42,winter
24,43,63,winter
25,9,109,winter
25,45,76,winter
25,81,14,winter
26,5,42,winter
26,45,52,winter
27,9,40,winter
27,21,1,winter
27,68,43,winter
28,5,167,winter
28,35,1,winter
28,45,61,winter
29,8,13,winter
29,41,27,winter
29,45,65,winter
29,56,5,winter
30,16,28,winter
30,44,159,winter
30,51,6,winter
31,9,63,winter
31,45,97,winter
32,45,55,winter
32,58,1,winter
33,9,97,winter
33,44,164,winter
34,9,15,winter
34,31,1,winter
34,45,96,winter
36,9,48,winter
36,44,74,winter
37,5,32,winter
37,45,49,winter
38,9,77,winter
38,45,78,winter
38,52,2,winter
39,9,1,winter
39,36,12,winter
40,5,49,winter
40,45,42,winter
41,16,30,winter
41,61,1,winter
41,68,85,winter
42,5,6,winter
42,45,73,winter
42,82,2,winter
43,16,27,winter
43,37,32,winter
44,5,42,winter
44,62,5,winter
44,68,46,winter
45,9,14,winter
45,34,1,winter
1,9,38,winter
1,28,4,winter
1,40,2,winter
1,51,9,winter
2,5,38,winter
2,44,115,winter
2,93,2,winter
3,5,60,winter
3,45,66,winter
3,93,1,winter
4,9,72,winter
4,27,5,winter
5,16,36,winter
5,20,2,winter
5,37,14,winter
6,9,16,winter
6,45,55,winter
7,5,34,winter
7,7,1,winter
7,23,17,winter
8,5,30,winter
8,23,12,winter
8,59,1,winter
9,5,42,winter
9,45,65,winter
9,93,1,winter
10,5,72,winter
10,37,14,winter
11,9,60,winter
11,61,2,winter
11,68,46,winter
12,16,36,winter
12,37,35,winter
12,79,3,winter
13,5,168,winter
13,36,83,winter
13,46,6,winter
13,93,1,winter
14,9,31,winter
14,25,18,winter
15,5,95,winter
15,45,105,winter
15,49,1,winter
15,61,1,winter
16,16,39,winter
16,25,198,winter
16,39,3,winter
17,9,83,winter
17,37,48,winter
17,48,109,winter
18,5,24,winter
18,37,7,winter
19,16,19,winter
19,39,3,winter
19,83,10,winter
20,5,63,winter
20,18,1,winter
20,41,16,winter
20,93,2,winter
21,5,39,winter
21,44,93,winter
22,9,60,winter
22,68,52,winter
22,93,5,winter
23,5,20,winter
23,29,1,winter
23,45,20,winter
23,56,8,winter
24,6,26,winter
24,43,78,winter
24,60,1,winter
25,9,108,winter
25,45,100,winter
25,81,20,winter
26,5,48,winter
26,45,47,winter
27,9,44,winter
27,21,1,winter
27,68,58,winter
28,5,51,winter
28,35,1,winter
28,45,56,winter
29,8,27,winter
29,41,27,winter
29,45,95,winter
29,56,7,winter
30,16,23,winter
30,44,170,winter
30,51,6,winter
30,65,1,winter
31,9,52,winter
31,45,64,winter
32,9,41,winter
32,45,50,winter
33,9,96,winter
33,44,206,winter
34,9,44,winter
34,31,1,winter
34,45,99,winter
34,93,8,winter
36,9,14,winter
36,30,1,winter
36,44,114,winter
37,5,43,winter
37,45,68,winter
38,9,75,winter
38,45,102,winter
39,9,4,winter
39,36,3,winter
40,5,79,winter
40,45,57,winter
41,16,27,winter
41,68,82,winter
42,5,35,winter
42,45,65,winter
43,16,40,winter
43,37,21,winter
44,5,27,winter
44,68,79,winter
45,9,39,winter
45,34,1,winter
1,9,26,winter
1,28,3,winter
1,40,1,winter
1,51,17,winter
2,5,90,winter
2,11,6,winter
2,44,138,winter
3,5,84,winter
3,45,97,winter
4,9,85,winter
4,27,11,winter
5,16,55,winter
5,20,1,winter
5,32,1,winter
5,37,17,winter
5,93,3,winter
6,9,61,winter
6,45,74,winter
7,5,142,winter
7,23,25,winter
8,5,36,winter
8,23,8,winter
9,5,120,winter
9,45,93,winter
10,5,43,winter
10,21,1,winter
10,37,10,winter
11,9,9,winter
11,61,4,winter
11,68,66,winter
12,16,48,winter
12,37,30,winter
12,93,5,winter
13,5,98,winter
13,36,98,winter
13,46,3,winter
13,93,2,winter
14,9,17,winter
14,25,15,winter
15,5,162,winter
15,45,179,winter
15,49,1,winter
15,61,1,winter
15,93,8,winter
16,16,30,winter
16,25,189,winter
16,39,4,winter
17,9,90,winter
17,37,62,winter
17,48,170,winter
18,5,16,winter
18,37,12,winter
19,16,22,winter
19,69,1,winter
19,83,13,winter
20,5,71,winter
20,41,30,winter
21,5,39,winter
21,44,78,winter
22,9,96,winter
22,68,78,winter
23,5,39,winter
23,29,1,winter
23,45,35,winter
23,56,5,winter
24,6,24,winter
24,43,77,winter
24,60,1,winter
25,9,86,winter
25,12,2,winter
25,45,128,winter
25,81,13,winter
26,5,63,winter
26,45,60,winter
27,9,67,winter
27,21,2,winter
27,68,90,winter
27,80,2,winter
28,5,50,winter
28,35,2,winter
28,45,56,winter
29,8,42,winter
29,41,35,winter
29,45,99,winter
29,56,4,winter
30,16,49,winter
30,44,224,winter
30,65,1,winter
31,9,70,winter
31,45,72,winter
32,9,82,winter
32,45,48,winter
32,58,1,winter
32,93,1,winter
33,9,140,winter
33,44,248,winter
34,9,32,winter
34,45,116,winter
34,52,4,winter
36,9,39,winter
36,30,1,winter
36,44,115,winter
37,5,127,winter
37,45,69,winter
37,53,1,winter
38,9,114,winter
38,45,107,winter
39,9,1,winter
39,36,12,winter
40,5,59,winter
40,45,96,winter
40,55,2,winter
41,16,73,winter
41,61,5,winter
41,68,96,winter
42,5,60,winter
42,45,83,winter
42,82,1,winter
43,16,33,winter
43,37,38,winter
44,5,41,winter
44,68,68,winter
44,93,3,winter
45,9,10,winter
1,9,52,winter
1,28,5,winter
1,40,2,winter
1,51,8,winter
1,93,4,winter
2,5,89,winter
2,11,2,winter
2,44,160,winter
2,85,1,winter
3,5,84,winter
3,45,98,winter
4,9,123,winter
4,27,12,winter
4,90,1,winter
5,16,54,winter
5,20,1,winter
5,37,15,winter
6,9,28,winter
6,45,76,winter
7,5,119,winter
7,7,1,winter
7,23,36,winter
7,93,6,winter
8,5,45,winter
8,23,16,winter
8,93,3,winter
9,5,142,winter
9,10,4,winter
9,45,84,winter
10,5,93,winter
10,21,1,winter
10,37,26,winter
11,9,44,winter
11,68,59,winter
12,16,42,winter
12,37,42,winter
13,5,144,winter
13,36,116,winter
13,46,5,winter
14,9,37,winter
14,25,1,winter
15,5,155,winter
15,45,176,winter
15,61,2,winter
16,16,53,winter
16,25,252,winter
16,39,1,winter
17,9,124,winter
17,37,70,winter
17,48,144,winter
17,71,1,winter
18,5,19,winter
18,37,14,winter
19,16,24,winter
19,39,1,winter
19,69,4,winter
19,83,11,winter
20,5,75,winter
20,41,27,winter
21,5,46,winter
21,44,92,winter
21,91,1,winter
22,9,97,winter
22,68,57,winter
23,5,113,winter
23,45,46,winter
23,56,2,winter
24,6,30,winter
24,43,64,winter
24,60,1,winter
24,76,1,winter
25,9,117,winter
25,45,151,winter
25,81,16,winter
26,5,54,winter
26,45,57,winter
27,9,28,winter
27,68,90,winter
28,5,88,winter
28,35,2,winter
28,45,68,winter
29,8,23,winter
29,41,31,winter
29,45,99,winter
30,16,42,winter
30,44,220,winter
30,65,1,winter
31,9,63,winter
31,45,112,winter
32,9,70,winter
32,45,87,winter
32,51,1,winter
32,58,3,winter
33,9,218,winter
33,44,235,winter
34,9,77,winter
34,31,2,winter
34,45,110,winter
34,52,1,winter
36,9,81,winter
36,30,4,winter
36,44,101,winter
37,5,81,winter
37,45,94,winter
37,53,1,winter
38,9,175,winter
38,45,148,winter
39,9,1,winter
39,36,7,winter
40,5,70,winter
40,45,106,winter
40,55,1,winter
41,16,61,winter
41,68,98,winter
42,5,55,winter
42,45,99,winter
43,16,55,winter
43,37,28,winter
44,5,34,winter
44,62,1,winter
44,68,98,winter
44,93,5,winter
45,9,11,winter
1,9,2,winter
1,28,1,winter
1,40,2,winter
1,51,3,winter
2,5,41,winter
2,44,98,winter
3,5,60,winter
3,45,84,winter
4,9,92,winter
4,27,8,winter
4,90,1,winter
5,16,33,winter
5,32,2,winter
5,37,12,winter
6,9,29,winter
6,45,61,winter
7,5,102,winter
7,7,1,winter
7,23,22,winter
8,5,16,winter
8,23,14,winter
8,59,1,winter
9,5,157,winter
9,45,70,winter
10,5,57,winter
10,21,1,winter
10,37,13,winter
11,9,33,winter
11,61,2,winter
11,68,39,winter
12,16,24,winter
12,37,11,winter
12,79,1,winter
13,5,93,winter
13,36,107,winter
13,46,8,winter
13,93,50,winter
14,9,21,winter
14,25,22,winter
15,5,107,winter
15,45,96,winter
15,93,1,winter
16,16,38,winter
16,25,178,winter
16,39,5,winter
17,9,129,winter
17,37,28,winter
17,48,164,winter
18,5,15,winter
18,37,9,winter
19,16,18,winter
19,83,9,winter
20,5,75,winter
20,41,26,winter
20,93,1,winter
21,5,47,winter
21,44,85,winter
22,9,46,winter
22,68,37,winter
22,93,4,winter
23,5,61,winter
23,29,1,winter
23,45,34,winter
23,56,8,winter
24,6,12,winter
24,43,74,winter
25,9,116,winter
25,45,87,winter
25,81,13,winter
26,5,36,winter
26,45,51,winter
27,9,54,winter
27,21,5,winter
27,68,66,winter
28,5,52,winter
28,45,44,winter
29,8,30,winter
29,41,20,winter
29,45,76,winter
30,16,40,winter
30,44,179,winter
30,65,3,winter
31,9,71,winter
31,45,67,winter
32,9,127,winter
32,45,60,winter
33,9,121,winter
33,44,178,winter
34,9,53,winter
34,31,2,winter
34,45,92,winter
34,52,1,winter
36,9,80,winter
36,30,2,winter
36,44,96,winter
37,5,81,winter
37,45,55,winter
38,9,83,winter
38,45,79,winter
39,9,30,winter
39,36,11,winter
40,5,76,winter
40,45,58,winter
40,51,2,winter
40,55,1,winter
41,16,54,winter
41,68,67,winter
42,5,36,winter
42,45,69,winter
42,82,1,winter
43,16,37,winter
43,37,19,winter
43,73,2,winter
44,5,38,winter
44,68,69,winter
45,9,21,winter
1,9,11,winter
1,28,3,winter
1,51,3,winter
2,5,63,winter
2,11,3,winter
2,44,103,winter
2,85,1,winter
2,93,2,winter
3,5,44,winter
3,45,57,winter
4,9,93,winter
4,27,11,winter
5,16,22,winter
5,32,2,winter
5,37,16,winter
6,9,30,winter
6,45,58,winter
7,5,60,winter
7,7,5,winter
7,23,14,winter
7,93,5,winter
8,5,41,winter
8,23,3,winter
8,59,1,winter
8,93,1,winter
9,5,66,winter
9,10,2,winter
9,45,54,winter
10,5,37,winter
10,21,1,winter
10,37,14,winter
11,9,20,winter
11,61,2,winter
11,68,45,winter
11,86,1,winter
12,16,18,winter
12,37,13,winter
12,93,1,winter
13,5,87,winter
13,36,84,winter
13,46,1,winter
13,93,1,winter
14,9,8,winter
14,25,15,winter
14,93,3,winter
15,5,59,winter
15,45,85,winter
15,49,1,winter
16,16,28,winter
16,25,149,winter
17,9,50,winter
17,37,40,winter
17,48,110,winter
18,5,18,winter
18,37,8,winter
19,16,3,winter
19,39,1,winter
19,69,2,winter
19,83,5,winter
19,93,1,winter
20,5,21,winter
20,41,20,winter
21,5,38,winter
21,44,82,winter
21,91,1,winter
22,9,57,winter
22,68,42,winter
22,93,2,winter
23,5,20,winter
23,45,26,winter
24,6,47,winter
24,43,62,winter
24,60,2,winter
24,76,2,winter
25,9,72,winter
25,45,74,winter
25,81,14,winter
26,5,28,winter
26,45,47,winter
27,9,19,winter
27,21,1,winter
27,68,53,winter
27,93,5,winter
28,5,18,winter
28,45,51,winter
29,8,30,winter
29,41,32,winter
29,45,83,winter
29,56,7,winter
30,16,21,winter
30,44,187,winter
30,65,2,winter
31,9,56,winter
31,45,69,winter
32,9,21,winter
32,45,34,winter
32,58,4,winter
33,9,53,winter
33,44,140,winter
34,9,38,winter
34,31,2,winter
34,45,93,winter
34,93,1,winter
36,9,63,winter
36,44,83,winter
37,5,78,winter
37,45,45,winter
37,53,2,winter
38,9,124,winter
38,45,72,winter
38,93,4,winter
39,9,15,winter
39,36,5,winter
40,5,75,winter
40,45,50,winter
40,55,2,winter
41,16,35,winter
41,61,1,winter
41,68,59,winter
42,5,24,winter
42,45,74,winter
42,82,2,winter
43,16,42,winter
43,37,14,winter
43,73,1,winter
44,5,58,winter
44,68,97,winter
44,93,4,winter
45,9,67,winter
1,9,11,winter
1,28,2,winter
1,40,1,winter
2,5,51,winter
2,11,4,winter
2,44,85,winter
2,85,1,winter
3,5,56,winter
3,45,55,winter
4,9,47,winter
4,27,10,winter
5,16,23,winter
5,20,2,winter
5,32,3,winter
5,37,12,winter
6,9,17,winter
6,45,59,winter
7,5,54,winter
7,7,1,winter
7,23,20,winter
8,5,37,winter
8,23,9,winter
9,5,93,winter
9,45,86,winter
9,93,2,winter
10,5,112,winter
10,21,1,winter
10,37,21,winter
11,9,42,winter
11,61,2,winter
11,68,33,winter
12,16,15,winter
12,37,14,winter
13,5,95,winter
13,36,77,winter
14,9,13,winter
14,25,8,winter
